,ID,Date,Primary Type,Year,Time Period,DateTime,Hour
1276003,10440083,03/08/2016 06:36:00 AM,SEX OFFENSE,2016,AM,2016-03-08 06:36:00,6
1276083,10504673,04/30/2016 05:00:00 AM,SEX OFFENSE,2016,AM,2016-04-30 05:00:00,5
1276511,22442,04/30/2016 02:05:00 AM,HOMICIDE,2016,AM,2016-04-30 02:05:00,2
1276512,22443,04/30/2016 01:20:00 PM,HOMICIDE,2016,PM,2016-04-30 13:20:00,13
1277098,10502824,04/02/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-04-02 13:00:00,13
1277112,10508700,04/28/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-04-28 18:00:00,18
1277128,10509242,05/01/2016 11:00:00 AM,SEX OFFENSE,2016,AM,2016-05-01 11:00:00,11
1277176,10510095,04/12/2016 01:15:00 PM,SEX OFFENSE,2016,PM,2016-04-12 13:15:00,13
1277208,10511290,04/12/2016 03:50:00 PM,SEX OFFENSE,2016,PM,2016-04-12 15:50:00,15
1277248,10512538,04/25/2016 03:30:00 PM,SEX OFFENSE,2016,PM,2016-04-25 15:30:00,15
1277872,22444,05/02/2016 01:35:00 AM,HOMICIDE,2016,AM,2016-05-02 01:35:00,1
1277873,22446,05/02/2016 10:55:00 PM,HOMICIDE,2016,PM,2016-05-02 22:55:00,22
1277874,22447,05/02/2016 11:06:00 PM,HOMICIDE,2016,PM,2016-05-02 23:06:00,23
1277875,22450,05/02/2016 03:29:00 PM,HOMICIDE,2016,PM,2016-05-02 15:29:00,15
1277988,10507777,05/03/2016 08:00:00 AM,SEX OFFENSE,2016,AM,2016-05-03 08:00:00,8
1278294,10647989,04/06/2016 12:10:00 AM,SEX OFFENSE,2016,AM,2016-04-06 00:10:00,0
1278320,10551151,06/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-06-01 00:01:00,0
1278330,10538972,05/28/2016 11:00:00 AM,SEX OFFENSE,2016,AM,2016-05-28 11:00:00,11
1278939,10544727,06/01/2016 04:30:00 PM,SEX OFFENSE,2016,PM,2016-06-01 16:30:00,16
1279034,10551237,05/01/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-05-01 09:00:00,9
1279048,22514,06/01/2016 08:44:00 AM,HOMICIDE,2016,AM,2016-06-01 08:44:00,8
1279049,22515,06/01/2016 05:40:00 PM,HOMICIDE,2016,PM,2016-06-01 17:40:00,17
1279050,22516,06/01/2016 09:39:00 PM,HOMICIDE,2016,PM,2016-06-01 21:39:00,21
1279175,10550054,06/01/2016 07:45:00 AM,SEX OFFENSE,2016,AM,2016-06-01 07:45:00,7
1279211,22401,03/30/2016 06:35:00 PM,HOMICIDE,2016,PM,2016-03-30 18:35:00,18
1279487,10545110,06/02/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-06-02 00:00:00,0
1279580,10552222,05/26/2016 12:00:00 PM,SEX OFFENSE,2016,PM,2016-05-26 12:00:00,12
1279854,10546642,06/02/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-06-02 18:00:00,18
1279869,10547145,06/02/2016 12:15:00 AM,SEX OFFENSE,2016,AM,2016-06-02 00:15:00,0
1279899,10548488,06/02/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-06-02 22:00:00,22
1279975,22517,06/02/2016 11:36:00 PM,HOMICIDE,2016,PM,2016-06-02 23:36:00,23
1280160,10546119,06/03/2016 09:20:00 AM,SEX OFFENSE,2016,AM,2016-06-03 09:20:00,9
1280734,10549953,06/03/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-06-03 16:00:00,16
1280796,22519,06/03/2016 11:35:00 AM,HOMICIDE,2016,AM,2016-06-03 11:35:00,11
1280797,22520,06/03/2016 06:48:00 PM,HOMICIDE,2016,PM,2016-06-03 18:48:00,18
1280976,22505,05/27/2016 07:30:00 AM,HOMICIDE,2016,AM,2016-05-27 07:30:00,7
1281006,10547045,06/04/2016 04:00:00 AM,SEX OFFENSE,2016,AM,2016-06-04 04:00:00,4
1281621,10555389,03/25/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-03-25 00:00:00,0
1281633,22521,06/04/2016 03:06:00 AM,HOMICIDE,2016,AM,2016-06-04 03:06:00,3
1281634,22522,06/04/2016 03:37:00 AM,HOMICIDE,2016,AM,2016-06-04 03:37:00,3
1281635,22523,06/04/2016 05:58:00 AM,HOMICIDE,2016,AM,2016-06-04 05:58:00,5
1281636,22529,06/04/2016 02:43:00 PM,HOMICIDE,2016,PM,2016-06-04 14:43:00,14
1281647,22524,06/04/2016 06:52:00 PM,HOMICIDE,2016,PM,2016-06-04 18:52:00,18
1281688,10547910,06/05/2016 02:00:00 AM,SEX OFFENSE,2016,AM,2016-06-05 02:00:00,2
1282335,22525,06/05/2016 01:11:00 AM,HOMICIDE,2016,AM,2016-06-05 01:11:00,1
1282336,22528,06/05/2016 11:41:00 PM,HOMICIDE,2016,PM,2016-06-05 23:41:00,23
1282438,10552538,05/29/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-05-29 00:01:00,0
1282513,10554146,06/01/2016 02:00:00 PM,SEX OFFENSE,2016,PM,2016-06-01 14:00:00,14
1282643,10548769,06/06/2016 12:30:00 AM,SEX OFFENSE,2016,AM,2016-06-06 00:30:00,0
1282691,10549105,06/06/2016 07:10:00 AM,SEX OFFENSE,2016,AM,2016-06-06 07:10:00,7
1283028,10549929,06/06/2016 11:40:00 PM,SEX OFFENSE,2016,PM,2016-06-06 23:40:00,23
1283303,22530,06/06/2016 04:41:00 AM,HOMICIDE,2016,AM,2016-06-06 04:41:00,4
1283304,22527,06/06/2016 08:06:00 AM,HOMICIDE,2016,AM,2016-06-06 08:06:00,8
1283871,10551905,06/07/2016 02:55:00 PM,SEX OFFENSE,2016,PM,2016-06-07 14:55:00,14
1284020,10558751,01/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:01:00,0
1284037,22546,06/01/2016 05:09:00 AM,HOMICIDE,2016,AM,2016-06-01 05:09:00,5
1284741,10560349,03/08/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-03-08 09:00:00,9
1284769,22531,06/08/2016 02:15:00 PM,HOMICIDE,2016,PM,2016-06-08 14:15:00,14
1284770,22532,06/08/2016 08:43:00 PM,HOMICIDE,2016,PM,2016-06-08 20:43:00,20
1284775,10560940,06/02/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-06-02 16:00:00,16
1285070,10553215,06/09/2016 07:00:00 AM,SEX OFFENSE,2016,AM,2016-06-09 07:00:00,7
1285111,22498,05/21/2016 03:22:00 AM,HOMICIDE,2016,AM,2016-05-21 03:22:00,3
1285653,10556441,06/09/2016 02:30:00 PM,SEX OFFENSE,2016,PM,2016-06-09 14:30:00,14
1285679,10559090,06/09/2016 11:22:00 PM,SEX OFFENSE,2016,PM,2016-06-09 23:22:00,23
1285734,22533,06/09/2016 06:08:00 PM,HOMICIDE,2016,PM,2016-06-09 18:08:00,18
1285883,10554986,06/10/2016 08:30:00 AM,SEX OFFENSE,2016,AM,2016-06-10 08:30:00,8
1286503,22534,06/10/2016 09:34:00 PM,HOMICIDE,2016,PM,2016-06-10 21:34:00,21
1286504,22535,06/10/2016 10:27:00 PM,HOMICIDE,2016,PM,2016-06-10 22:27:00,22
1286861,10556247,06/11/2016 11:55:00 AM,SEX OFFENSE,2016,AM,2016-06-11 11:55:00,11
1287386,22536,06/11/2016 11:17:00 PM,HOMICIDE,2016,PM,2016-06-11 23:17:00,23
1287387,22540,06/11/2016 07:55:00 PM,HOMICIDE,2016,PM,2016-06-11 19:55:00,19
1287388,22543,06/11/2016 06:53:00 PM,HOMICIDE,2016,PM,2016-06-11 18:53:00,18
1287522,10556943,06/12/2016 07:35:00 AM,SEX OFFENSE,2016,AM,2016-06-12 07:35:00,7
1287622,10557144,06/12/2016 01:00:00 AM,SEX OFFENSE,2016,AM,2016-06-12 01:00:00,1
1287947,10557676,06/12/2016 09:45:00 PM,SEX OFFENSE,2016,PM,2016-06-12 21:45:00,21
1288188,22541,06/12/2016 01:45:00 AM,HOMICIDE,2016,AM,2016-06-12 01:45:00,1
1288189,22542,06/12/2016 01:45:00 AM,HOMICIDE,2016,AM,2016-06-12 01:45:00,1
1288190,22544,06/12/2016 08:56:00 AM,HOMICIDE,2016,AM,2016-06-12 08:56:00,8
1288197,10566348,05/27/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-05-27 22:00:00,22
1288199,22551,06/12/2016 07:54:00 PM,HOMICIDE,2016,PM,2016-06-12 19:54:00,19
1288296,10562519,06/11/2016 04:04:00 AM,SEX OFFENSE,2016,AM,2016-06-11 04:04:00,4
1288357,10564361,06/09/2016 03:00:00 PM,SEX OFFENSE,2016,PM,2016-06-09 15:00:00,15
1288640,10558719,06/13/2016 03:15:00 PM,SEX OFFENSE,2016,PM,2016-06-13 15:15:00,15
1288646,10558734,06/13/2016 08:50:00 AM,SEX OFFENSE,2016,AM,2016-06-13 08:50:00,8
1289115,22545,06/13/2016 12:21:00 PM,HOMICIDE,2016,PM,2016-06-13 12:21:00,12
1289898,10567948,04/09/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-04-09 00:00:00,0
1289901,10567963,06/06/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-06-06 16:00:00,16
1289911,10568575,05/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-05-01 00:01:00,0
1289913,22547,06/14/2016 01:20:00 AM,HOMICIDE,2016,AM,2016-06-14 01:20:00,1
1289914,22548,06/14/2016 12:08:00 AM,HOMICIDE,2016,AM,2016-06-14 00:08:00,0
1289915,22550,06/14/2016 07:12:00 PM,HOMICIDE,2016,PM,2016-06-14 19:12:00,19
1289932,22549,06/14/2016 03:40:00 AM,HOMICIDE,2016,AM,2016-06-14 03:40:00,3
1289959,22307,02/01/2016 02:45:00 AM,HOMICIDE,2016,AM,2016-02-01 02:45:00,2
1290628,22552,06/15/2016 09:07:00 PM,HOMICIDE,2016,PM,2016-06-15 21:07:00,21
1291505,10569169,06/16/2016 10:20:00 AM,SEX OFFENSE,2016,AM,2016-06-16 10:20:00,10
1291557,22555,06/16/2016 08:39:00 PM,HOMICIDE,2016,PM,2016-06-16 20:39:00,20
1291558,22556,06/16/2016 04:47:00 PM,HOMICIDE,2016,PM,2016-06-16 16:47:00,16
1291559,22557,06/16/2016 09:58:00 PM,HOMICIDE,2016,PM,2016-06-16 21:58:00,21
1291560,22558,06/16/2016 12:38:00 PM,HOMICIDE,2016,PM,2016-06-16 12:38:00,12
1291567,22553,06/16/2016 03:58:00 AM,HOMICIDE,2016,AM,2016-06-16 03:58:00,3
1291574,22554,06/16/2016 01:09:00 PM,HOMICIDE,2016,PM,2016-06-16 13:09:00,13
1291612,10453260,03/16/2016 11:45:00 AM,SEX OFFENSE,2016,AM,2016-03-16 11:45:00,11
1291994,10564992,06/17/2016 02:45:00 PM,SEX OFFENSE,2016,PM,2016-06-17 14:45:00,14
1292133,10565266,06/17/2016 10:45:00 AM,SEX OFFENSE,2016,AM,2016-06-17 10:45:00,10
1292274,10567696,06/17/2016 08:00:00 AM,SEX OFFENSE,2016,AM,2016-06-17 08:00:00,8
1292377,22559,06/17/2016 11:04:00 PM,HOMICIDE,2016,PM,2016-06-17 23:04:00,23
1292378,22560,06/17/2016 09:27:00 PM,HOMICIDE,2016,PM,2016-06-17 21:27:00,21
1292519,22381,03/16/2016 12:31:00 AM,HOMICIDE,2016,AM,2016-03-16 00:31:00,0
1292520,22496,05/20/2016 04:00:00 PM,HOMICIDE,2016,PM,2016-05-20 16:00:00,16
1292586,10565340,06/18/2016 04:00:00 AM,SEX OFFENSE,2016,AM,2016-06-18 04:00:00,4
1292927,10566071,06/18/2016 08:30:00 PM,SEX OFFENSE,2016,PM,2016-06-18 20:30:00,20
1293027,10566437,06/18/2016 01:30:00 PM,SEX OFFENSE,2016,PM,2016-06-18 13:30:00,13
1293188,10573402,06/12/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-06-12 22:00:00,22
1293225,22561,06/18/2016 06:29:00 AM,HOMICIDE,2016,AM,2016-06-18 06:29:00,6
1293226,22562,06/18/2016 02:07:00 PM,HOMICIDE,2016,PM,2016-06-18 14:07:00,14
1293227,22563,06/18/2016 01:40:00 AM,HOMICIDE,2016,AM,2016-06-18 01:40:00,1
1293228,22564,06/18/2016 03:58:00 AM,HOMICIDE,2016,AM,2016-06-18 03:58:00,3
1293236,22565,06/18/2016 09:49:00 AM,HOMICIDE,2016,AM,2016-06-18 09:49:00,9
1293237,22567,06/18/2016 08:38:00 PM,HOMICIDE,2016,PM,2016-06-18 20:38:00,20
1293238,22566,06/18/2016 06:00:00 PM,HOMICIDE,2016,PM,2016-06-18 18:00:00,18
1293952,10566985,06/19/2016 02:00:00 PM,SEX OFFENSE,2016,PM,2016-06-19 14:00:00,14
1294497,10568281,06/20/2016 10:00:00 AM,SEX OFFENSE,2016,AM,2016-06-20 10:00:00,10
1294640,10568516,06/20/2016 01:30:00 AM,SEX OFFENSE,2016,AM,2016-06-20 01:30:00,1
1294820,10570854,06/19/2016 04:00:00 AM,SEX OFFENSE,2016,AM,2016-06-19 04:00:00,4
1294913,10573980,06/20/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-06-20 18:00:00,18
1294964,22568,06/19/2016 01:51:00 PM,HOMICIDE,2016,PM,2016-06-19 13:51:00,13
1294965,22569,06/19/2016 07:08:00 PM,HOMICIDE,2016,PM,2016-06-19 19:08:00,19
1294966,22570,06/19/2016 11:13:00 PM,HOMICIDE,2016,PM,2016-06-19 23:13:00,23
1294967,22571,06/20/2016 02:18:00 AM,HOMICIDE,2016,AM,2016-06-20 02:18:00,2
1294968,22572,06/20/2016 03:55:00 AM,HOMICIDE,2016,AM,2016-06-20 03:55:00,3
1295249,10569409,06/21/2016 11:45:00 AM,SEX OFFENSE,2016,AM,2016-06-21 11:45:00,11
1295432,10569766,06/21/2016 04:30:11 PM,HOMICIDE,2016,PM,2016-06-21 16:30:11,16
1295641,10570895,06/21/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-06-21 00:01:00,0
1296525,22573,06/22/2016 01:22:00 AM,HOMICIDE,2016,AM,2016-06-22 01:22:00,1
1296641,10577456,06/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-06-01 00:01:00,0
1296643,10577724,06/16/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-06-16 21:00:00,21
1296683,22356,03/01/2016 06:03:00 PM,HOMICIDE,2016,PM,2016-03-01 18:03:00,18
1297002,10572705,06/23/2016 11:00:00 AM,SEX OFFENSE,2016,AM,2016-06-23 11:00:00,11
1297019,10572730,06/23/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-06-23 16:00:00,16
1297055,10572782,06/23/2016 08:00:00 PM,SEX OFFENSE,2016,PM,2016-06-23 20:00:00,20
1297382,22574,06/23/2016 10:56:00 PM,HOMICIDE,2016,PM,2016-06-23 22:56:00,22
1297383,22575,06/23/2016 06:39:00 PM,HOMICIDE,2016,PM,2016-06-23 18:39:00,18
1297449,10574997,06/23/2016 10:30:00 AM,SEX OFFENSE,2016,AM,2016-06-23 10:30:00,10
1297564,10573752,06/24/2016 05:15:00 AM,SEX OFFENSE,2016,AM,2016-06-24 05:15:00,5
1298145,10581253,01/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:01:00,0
1298153,10581459,04/15/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-04-15 21:00:00,21
1298156,22576,06/24/2016 11:26:00 AM,HOMICIDE,2016,AM,2016-06-24 11:26:00,11
1298157,22578,06/24/2016 10:01:00 PM,HOMICIDE,2016,PM,2016-06-24 22:01:00,22
1298158,22579,06/24/2016 10:38:00 PM,HOMICIDE,2016,PM,2016-06-24 22:38:00,22
1298175,22577,06/24/2016 05:11:00 PM,HOMICIDE,2016,PM,2016-06-24 17:11:00,17
1298741,10575370,06/25/2016 03:30:00 AM,SEX OFFENSE,2016,AM,2016-06-25 03:30:00,3
1298983,22580,06/25/2016 08:17:00 PM,HOMICIDE,2016,PM,2016-06-25 20:17:00,20
1299111,10575497,06/26/2016 06:00:00 AM,SEX OFFENSE,2016,AM,2016-06-26 06:00:00,6
1299175,10575651,06/26/2016 10:27:00 AM,SEX OFFENSE,2016,AM,2016-06-26 10:27:00,10
1299601,10576997,06/26/2016 11:00:00 PM,SEX OFFENSE,2016,PM,2016-06-26 23:00:00,23
1299688,22581,06/26/2016 05:19:00 AM,HOMICIDE,2016,AM,2016-06-26 05:19:00,5
1299689,22582,06/26/2016 02:09:00 AM,HOMICIDE,2016,AM,2016-06-26 02:09:00,2
1299690,22583,06/26/2016 05:18:00 AM,HOMICIDE,2016,AM,2016-06-26 05:18:00,5
1299691,22588,06/26/2016 09:43:00 PM,HOMICIDE,2016,PM,2016-06-26 21:43:00,21
1299952,10570359,06/21/2016 02:30:00 AM,SEX OFFENSE,2016,AM,2016-06-21 02:30:00,2
1300176,10579460,06/26/2016 11:00:00 PM,SEX OFFENSE,2016,PM,2016-06-26 23:00:00,23
1300218,10580036,06/17/2016 07:00:00 AM,SEX OFFENSE,2016,AM,2016-06-17 07:00:00,7
1300478,10576750,06/27/2016 10:30:00 AM,SEX OFFENSE,2016,AM,2016-06-27 10:30:00,10
1300831,10577632,06/27/2016 12:45:00 PM,SEX OFFENSE,2016,PM,2016-06-27 12:45:00,12
1301035,22584,06/27/2016 02:47:00 PM,HOMICIDE,2016,PM,2016-06-27 14:47:00,14
1301036,22585,06/27/2016 10:17:00 PM,HOMICIDE,2016,PM,2016-06-27 22:17:00,22
1301353,10578587,06/28/2016 03:45:00 PM,SEX OFFENSE,2016,PM,2016-06-28 15:45:00,15
1301378,10578629,06/28/2016 06:40:00 PM,SEX OFFENSE,2016,PM,2016-06-28 18:40:00,18
1301435,10578751,06/28/2016 06:30:00 PM,SEX OFFENSE,2016,PM,2016-06-28 18:30:00,18
1301761,22586,06/28/2016 12:15:00 AM,HOMICIDE,2016,AM,2016-06-28 00:15:00,0
1301762,22587,06/28/2016 01:37:00 AM,HOMICIDE,2016,AM,2016-06-28 01:37:00,1
1301901,10579295,06/29/2016 07:43:00 AM,SEX OFFENSE,2016,AM,2016-06-29 07:43:00,7
1301972,10579587,06/29/2016 12:00:00 PM,SEX OFFENSE,2016,PM,2016-06-29 12:00:00,12
1302529,10586318,01/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:00:00,0
1302550,22589,06/29/2016 12:29:00 PM,HOMICIDE,2016,PM,2016-06-29 12:29:00,12
1302554,22590,06/29/2016 09:35:00 PM,HOMICIDE,2016,PM,2016-06-29 21:35:00,21
1302734,22600,06/29/2016 03:58:00 PM,HOMICIDE,2016,PM,2016-06-29 15:58:00,15
1303330,10582803,06/30/2016 07:00:00 PM,SEX OFFENSE,2016,PM,2016-06-30 19:00:00,19
1303362,10585727,06/30/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-06-30 00:00:00,0
1303423,22591,06/30/2016 10:25:00 PM,HOMICIDE,2016,PM,2016-06-30 22:25:00,22
1303424,22594,06/30/2016 10:43:00 PM,HOMICIDE,2016,PM,2016-06-30 22:43:00,22
1303465,10415678,02/16/2016 04:20:00 PM,SEX OFFENSE,2016,PM,2016-02-16 16:20:00,16
1303496,10581525,07/01/2016 01:15:00 AM,SEX OFFENSE,2016,AM,2016-07-01 01:15:00,1
1303899,10582688,07/01/2016 04:15:00 PM,SEX OFFENSE,2016,PM,2016-07-01 16:15:00,16
1304235,22592,07/01/2016 12:05:00 AM,HOMICIDE,2016,AM,2016-07-01 00:05:00,0
1304236,22593,07/01/2016 06:20:00 AM,HOMICIDE,2016,AM,2016-07-01 06:20:00,6
1304730,10583626,07/02/2016 04:15:00 PM,SEX OFFENSE,2016,PM,2016-07-02 16:15:00,16
1304991,10590027,07/01/2016 05:00:00 AM,SEX OFFENSE,2016,AM,2016-07-01 05:00:00,5
1305001,22595,07/02/2016 03:41:00 AM,HOMICIDE,2016,AM,2016-07-02 03:41:00,3
1305002,22596,07/02/2016 11:24:00 AM,HOMICIDE,2016,AM,2016-07-02 11:24:00,11
1305011,10590835,07/01/2016 05:00:00 PM,SEX OFFENSE,2016,PM,2016-07-01 17:00:00,17
1305012,10590911,06/23/2016 04:30:00 PM,SEX OFFENSE,2016,PM,2016-06-23 16:30:00,16
1305014,22697,08/12/2016 10:30:00 PM,HOMICIDE,2016,PM,2016-08-12 22:30:00,22
1305081,10514504,02/02/2016 06:21:00 PM,SEX OFFENSE,2016,PM,2016-02-02 18:21:00,18
1305421,10584435,07/03/2016 07:48:00 PM,SEX OFFENSE,2016,PM,2016-07-03 19:48:00,19
1305734,10604847,07/20/2016 04:56:00 AM,SEX OFFENSE,2016,AM,2016-07-20 04:56:00,4
1305740,10591066,02/11/2016 02:00:00 AM,SEX OFFENSE,2016,AM,2016-02-11 02:00:00,2
1305765,22597,07/03/2016 11:35:00 PM,HOMICIDE,2016,PM,2016-07-03 23:35:00,23
1305807,10586818,06/26/2016 11:00:00 AM,SEX OFFENSE,2016,AM,2016-06-26 11:00:00,11
1306016,10590174,07/03/2016 10:30:00 PM,SEX OFFENSE,2016,PM,2016-07-03 22:30:00,22
1306421,10585320,07/04/2016 05:00:00 PM,SEX OFFENSE,2016,PM,2016-07-04 17:00:00,17
1306836,22598,07/04/2016 10:00:00 PM,HOMICIDE,2016,PM,2016-07-04 22:00:00,22
1306883,10514561,02/02/2016 06:21:00 PM,SEX OFFENSE,2016,PM,2016-02-02 18:21:00,18
1307409,10586813,07/05/2016 08:07:00 PM,SEX OFFENSE,2016,PM,2016-07-05 20:07:00,20
1307417,10586826,07/05/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-07-05 22:00:00,22
1307705,22603,07/05/2016 05:46:00 PM,HOMICIDE,2016,PM,2016-07-05 17:46:00,17
1307711,22602,07/05/2016 01:45:00 PM,HOMICIDE,2016,PM,2016-07-05 13:45:00,13
1307747,22445,05/02/2016 07:36:00 PM,HOMICIDE,2016,PM,2016-05-02 19:36:00,19
1307753,10469317,03/30/2016 03:30:00 AM,SEX OFFENSE,2016,AM,2016-03-30 03:30:00,3
1307775,10586888,07/06/2016 12:00:25 AM,HOMICIDE,2016,AM,2016-07-06 00:00:25,0
1308448,22604,07/06/2016 04:59:00 PM,HOMICIDE,2016,PM,2016-07-06 16:59:00,16
1308449,22605,07/06/2016 10:33:00 PM,HOMICIDE,2016,PM,2016-07-06 22:33:00,22
1308645,22707,08/15/2016 06:19:00 AM,HOMICIDE,2016,AM,2016-08-15 06:19:00,6
1308680,22601,07/05/2016 01:36:00 AM,HOMICIDE,2016,AM,2016-07-05 01:36:00,1
1308967,10589217,07/07/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-07-07 13:00:00,13
1309315,10593856,07/07/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-07-07 09:00:00,9
1309378,10597068,06/15/2016 08:00:00 PM,SEX OFFENSE,2016,PM,2016-06-15 20:00:00,20
1309380,22617,04/11/2016 11:52:00 AM,HOMICIDE,2016,AM,2016-04-11 11:52:00,11
1309407,10535680,05/25/2016 04:45:00 PM,SEX OFFENSE,2016,PM,2016-05-25 16:45:00,16
1309569,10590056,07/08/2016 06:00:00 AM,SEX OFFENSE,2016,AM,2016-07-08 06:00:00,6
1309846,10590598,07/08/2016 05:00:00 PM,SEX OFFENSE,2016,PM,2016-07-08 17:00:00,17
1309999,10591246,07/08/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-07-08 00:00:00,0
1310201,22606,07/08/2016 10:58:00 PM,HOMICIDE,2016,PM,2016-07-08 22:58:00,22
1310347,22293,01/25/2016 05:56:00 PM,HOMICIDE,2016,PM,2016-01-25 17:56:00,17
1311014,10599478,02/25/2016 12:00:00 PM,SEX OFFENSE,2016,PM,2016-02-25 12:00:00,12
1311031,22607,07/09/2016 12:38:00 AM,HOMICIDE,2016,AM,2016-07-09 00:38:00,0
1311129,10591689,07/10/2016 03:24:00 AM,SEX OFFENSE,2016,AM,2016-07-10 03:24:00,3
1311267,10591984,07/10/2016 11:59:00 AM,SEX OFFENSE,2016,AM,2016-07-10 11:59:00,11
1311413,10592274,07/10/2016 03:15:00 PM,SEX OFFENSE,2016,PM,2016-07-10 15:15:00,15
1311571,10592586,07/10/2016 03:30:00 AM,SEX OFFENSE,2016,AM,2016-07-10 03:30:00,3
1311753,22608,07/10/2016 12:03:00 AM,HOMICIDE,2016,AM,2016-07-10 00:03:00,0
1311754,22609,07/10/2016 11:08:00 PM,HOMICIDE,2016,PM,2016-07-10 23:08:00,23
1311767,10600089,06/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-06-01 00:00:00,0
1312106,10593107,07/11/2016 09:15:00 AM,SEX OFFENSE,2016,AM,2016-07-11 09:15:00,9
1312123,10593179,07/11/2016 10:45:00 AM,SEX OFFENSE,2016,AM,2016-07-11 10:45:00,10
1312608,10597217,07/11/2016 04:30:00 PM,SEX OFFENSE,2016,PM,2016-07-11 16:30:00,16
1312616,10597814,07/11/2016 11:47:00 AM,SEX OFFENSE,2016,AM,2016-07-11 11:47:00,11
1312650,22610,07/11/2016 07:00:00 AM,HOMICIDE,2016,AM,2016-07-11 07:00:00,7
1312711,22403,03/31/2016 04:57:00 PM,HOMICIDE,2016,PM,2016-03-31 16:57:00,16
1312712,22404,03/31/2016 04:40:00 PM,HOMICIDE,2016,PM,2016-03-31 16:40:00,16
1312919,10594893,07/12/2016 03:15:00 PM,SEX OFFENSE,2016,PM,2016-07-12 15:15:00,15
1312936,10594932,07/12/2016 03:20:00 PM,SEX OFFENSE,2016,PM,2016-07-12 15:20:00,15
1313183,10595417,07/12/2016 01:15:00 PM,SEX OFFENSE,2016,PM,2016-07-12 13:15:00,13
1313374,10599458,07/12/2016 04:30:00 AM,SEX OFFENSE,2016,AM,2016-07-12 04:30:00,4
1313408,22613,07/12/2016 10:34:00 PM,HOMICIDE,2016,PM,2016-07-12 22:34:00,22
1313409,22614,07/12/2016 10:34:00 PM,HOMICIDE,2016,PM,2016-07-12 22:34:00,22
1313489,22611,07/12/2016 11:50:00 AM,HOMICIDE,2016,AM,2016-07-12 11:50:00,11
1313622,10596163,07/13/2016 12:30:00 PM,SEX OFFENSE,2016,PM,2016-07-13 12:30:00,12
1313691,10596351,07/13/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-07-13 09:00:00,9
1313751,10596466,07/13/2016 06:20:00 PM,SEX OFFENSE,2016,PM,2016-07-13 18:20:00,18
1314011,10597730,07/13/2016 08:00:00 PM,SEX OFFENSE,2016,PM,2016-07-13 20:00:00,20
1314141,22615,07/13/2016 03:44:00 PM,HOMICIDE,2016,PM,2016-07-13 15:44:00,15
1314142,22616,07/13/2016 09:59:00 PM,HOMICIDE,2016,PM,2016-07-13 21:59:00,21
1314202,10532641,05/23/2016 05:30:00 AM,SEX OFFENSE,2016,AM,2016-05-23 05:30:00,5
1314263,10603265,07/06/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-07-06 00:00:00,0
1314389,10597401,07/14/2016 10:30:00 AM,SEX OFFENSE,2016,AM,2016-07-14 10:30:00,10
1314522,10597794,07/14/2016 03:30:00 PM,SEX OFFENSE,2016,PM,2016-07-14 15:30:00,15
1314627,10597976,07/14/2016 06:37:00 PM,SEX OFFENSE,2016,PM,2016-07-14 18:37:00,18
1314796,10598597,07/14/2016 03:40:00 AM,SEX OFFENSE,2016,AM,2016-07-14 03:40:00,3
1314981,22618,07/14/2016 01:01:00 AM,HOMICIDE,2016,AM,2016-07-14 01:01:00,1
